league,season,team,Player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ENG-Premier League,2526,Arsenal,William Saliba,FRA,DF,25-049,2001,30,29,2524,28.0,1,0,1,1,0,0,2,0,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2526,Aston Villa,Alysson Edward,BRA,MF,20-007,2006,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Amadou Onana,BEL,MF,24-269,2001,24,21,1740,19.3,2,0,2,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1
ENG-Premier League,2526,Aston Villa,Andrés García,ESP,DF,23-094,2003,5,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Boubacar Kamara,FRA,MF,26-170,1999,18,17,1411,15.7,1,3,4,1,0,0,5,0,0.06,0.19,0.26,0.06,0.26
ENG-Premier League,2526,Aston Villa,Bradley Burrowes,ENG,MF,18-069,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Donyell Malen,NED,"FW,MF",27-123,1999,21,5,656,7.3,4,1,5,4,0,0,0,0,0.55,0.14,0.69,0.55,0.69
ENG-Premier League,2526,Aston Villa,Douglas Luiz,BRA,MF,28-003,1998,11,6,531,5.9,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17
ENG-Premier League,2526,Aston Villa,Emi Buendía,ARG,MF,29-138,1996,34,19,1581,17.6,6,2,8,6,0,0,6,0,0.34,0.11,0.46,0.34,0.46
ENG-Premier League,2526,Aston Villa,Emiliano Martínez,ARG,GK,33-252,1992,31,31,2745,30.5,0,1,1,0,0,0,2,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Aston Villa,Evann Guessand,CIV,MF,24-315,2001,13,6,588,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15
ENG-Premier League,2526,Aston Villa,Ezri Konsa,ENG,DF,28-201,1997,33,33,2945,32.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,George Hemmings,ENG,MF,19-069,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Harvey Elliott,ENG,MF,23-038,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Ian Maatsen,NED,DF,24-063,2002,28,16,1509,16.8,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2526,Aston Villa,Jadon Sancho,ENG,MF,26-048,2000,22,9,875,9.7,0,2,2,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21
ENG-Premier League,2526,Aston Villa,Jamaldeen Jimoh,ENG,MF,19-222,2006,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,John McGinn,SCO,MF,31-206,1994,28,27,2043,22.7,4,4,8,4,0,0,4,0,0.18,0.18,0.35,0.18,0.35
ENG-Premier League,2526,Aston Villa,Lamare Bogarde,NED,"MF,DF",22-127,2004,27,10,981,10.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Leon Bailey,JAM,MF,28-276,1997,12,2,369,4.1,0,1,1,0,0,0,1,0,0.0,0.24,0.24,0.0,0.24
ENG-Premier League,2526,Aston Villa,Lucas Digne,FRA,DF,32-296,1993,30,20,1762,19.6,0,5,5,0,0,0,3,0,0.0,0.26,0.26,0.0,0.26
ENG-Premier League,2526,Aston Villa,Marco Bizot,NED,GK,35-063,1991,6,5,495,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Matty Cash,POL,DF,28-278,1997,33,33,2879,32.0,3,3,6,3,0,0,8,0,0.09,0.09,0.19,0.09,0.19
ENG-Premier League,2526,Aston Villa,Morgan Rogers,ENG,MF,23-290,2002,36,36,3190,35.4,9,5,14,9,0,0,7,0,0.25,0.14,0.39,0.25,0.39
ENG-Premier League,2526,Aston Villa,Ollie Watkins,ENG,FW,30-133,1995,35,31,2659,29.5,12,2,14,12,0,0,3,0,0.41,0.07,0.47,0.41,0.47
ENG-Premier League,2526,Aston Villa,Pau Torres,ESP,DF,29-116,1997,19,17,1568,17.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Ross Barkley,ENG,MF,32-158,1993,19,6,727,8.1,3,0,3,3,0,0,1,0,0.37,0.0,0.37,0.37,0.37
ENG-Premier League,2526,Aston Villa,Tammy Abraham,ENG,FW,28-222,1997,12,2,286,3.2,2,0,2,2,0,0,0,0,0.63,0.0,0.63,0.63,0.63
ENG-Premier League,2526,Aston Villa,Tyrone Mings,ENG,DF,33-060,1993,16,14,1234,13.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Aston Villa,Victor Lindelöf,SWE,"DF,MF",31-299,1994,15,9,831,9.2,0,1,1,0,0,0,0,0,0.0,0.11,0.11,0.0,0.11
ENG-Premier League,2526,Aston Villa,Youri Tielemans,BEL,MF,29-005,1997,23,20,1755,19.5,0,4,4,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21
ENG-Premier League,2526,Bournemouth,Adam Smith,ENG,DF,35-013,1991,20,12,899,10.0,0,2,2,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2
ENG-Premier League,2526,Bournemouth,Adrien Truffert,FRA,DF,24-173,2001,36,36,3199,35.5,1,3,4,1,0,0,4,0,0.03,0.08,0.11,0.03,0.11
ENG-Premier League,2526,Bournemouth,Alex Scott,ENG,MF,22-264,2003,36,33,2759,30.7,3,1,4,3,0,0,5,0,0.1,0.03,0.13,0.1,0.13
ENG-Premier League,2526,Bournemouth,Alex Tóth,HUN,MF,20-201,2005,8,1,84,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Bournemouth,Amine Adli,MAR,MF,26-002,2000,30,10,1076,12.0,3,1,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33
ENG-Premier League,2526,Bournemouth,Antoine Semenyo,GHA,MF,26-125,2000,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.5,0.15,0.65,0.45,0.6
ENG-Premier League,2526,Bournemouth,Bafodé Diakité,FRA,DF,25-126,2001,18,15,1277,14.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Bournemouth,Ben Gannon-Doak,SCO,MF,20-182,2005,7,0,79,0.9,0,1,1,0,0,0,0,0,0.0,1.14,1.14,0.0,1.14
ENG-Premier League,2526,Bournemouth,Ben Winterburn,ENG,MF,21-250,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Bournemouth,David Brooks,WAL,MF,28-308,1997,30,13,1197,13.3,1,3,4,1,0,0,7,0,0.08,0.23,0.3,0.08,0.3
ENG-Premier League,2526,Bournemouth,Eli Junior Kroupi,FRA,"MF,FW",19-323,2006,31,19,1525,16.9,12,0,12,10,2,2,5,0,0.71,0.0,0.71,0.59,0.59
ENG-Premier League,2526,Bournemouth,Enes Ünal,TUR,FW,29-002,1997,21,0,212,2.4,1,0,1,1,0,0,1,0,0.42,0.0,0.42,0.42,0.42
ENG-Premier League,2526,Bournemouth,Evanilson,BRA,FW,26-218,1999,34,30,2582,28.7,6,1,7,6,0,0,2,0,0.21,0.03,0.24,0.21,0.24
ENG-Premier League,2526,Bournemouth,Hamed Junior Traorè,CIV,MF,26-085,2000,1,0,17,0.2,0,1,1,0,0,0,0,0,0.0,5.29,5.29,0.0,5.29
ENG-Premier League,2526,Bournemouth,James Hill,ENG,DF,24-122,2002,27,20,1926,21.4,0,3,3,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14
ENG-Premier League,2526,Bournemouth,Julio Soler,ARG,DF,21-085,2005,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Bournemouth,Justin Kluivert,NED,MF,27-007,1999,18,10,919,10.2,2,0,2,2,0,0,4,0,0.2,0.0,0.2,0.2,0.2
ENG-Premier League,2526,Bournemouth,Lewis Cook,ENG,"MF,DF",29-098,1997,16,8,872,9.7,0,1,1,0,0,0,1,1,0.0,0.1,0.1,0.0,0.1
ENG-Premier League,2526,Bournemouth,Marcos Senesi,ARG,DF,29-002,1997,35,35,3108,34.5,0,5,5,0,0,0,8,0,0.0,0.14,0.14,0.0,0.14
ENG-Premier League,2526,Bournemouth,Marcus Tavernier,ENG,MF,27-051,1999,32,29,2551,28.3,6,4,10,4,2,2,6,0,0.21,0.14,0.35,0.14,0.28
ENG-Premier League,2526,Bournemouth,Rayan,BRA,MF,19-282,2006,13,11,956,10.6,5,2,7,5,0,0,1,0,0.47,0.19,0.66,0.47,0.66
ENG-Premier League,2526,Bournemouth,Ryan Christie,SCO,MF,31-079,1995,26,9,993,11.0,2,0,2,2,0,0,3,1,0.18,0.0,0.18,0.18,0.18
ENG-Premier League,2526,Bournemouth,Tyler Adams,USA,MF,27-087,1999,23,19,1593,17.7,2,2,4,2,0,0,7,0,0.11,0.11,0.23,0.11,0.23
ENG-Premier League,2526,Bournemouth,Veljko Milosavljević,SRB,DF,18-318,2007,7,4,368,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Bournemouth,Álex Jiménez,ESP,"DF,MF",21-004,2005,31,26,2317,25.7,1,0,1,1,0,0,10,0,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2526,Bournemouth,Đorđe Petrović,SRB,GK,26-216,1999,36,36,3240,36.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Aaron Hickey,SCO,"DF,MF",23-336,2002,20,8,660,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Antoni Milambo,NED,MF,21-039,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Caoimhín Kelleher,IRL,GK,27-170,1998,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Dango Ouattara,BFA,MF,24-090,2002,30,23,2096,23.3,5,3,8,5,0,0,5,0,0.21,0.13,0.34,0.21,0.34
ENG-Premier League,2526,Brentford,Ethan Pinnock,JAM,DF,32-348,1993,4,4,318,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Fabio Carvalho,POR,MF,23-255,2002,6,1,102,1.1,1,0,1,1,0,0,0,0,0.88,0.0,0.88,0.88,0.88
ENG-Premier League,2526,Brentford,Frank Onyeka,NGA,MF,28-131,1998,6,0,92,1.0,0,1,1,0,0,0,0,0,0.0,0.98,0.98,0.0,0.98
ENG-Premier League,2526,Brentford,Hákon Valdimarsson,ISL,GK,24-211,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Igor Thiago,BRA,FW,24-320,2001,36,35,3102,34.5,22,1,23,14,8,9,7,0,0.64,0.03,0.67,0.41,0.44
ENG-Premier League,2526,Brentford,Jordan Henderson,ENG,MF,35-329,1990,30,21,1832,20.4,1,3,4,1,0,0,5,0,0.05,0.15,0.2,0.05,0.2
ENG-Premier League,2526,Brentford,Josh Dasilva,ENG,MF,27-201,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Kaye Furo,BEL,FW,19-095,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Keane Lewis-Potter,ENG,"DF,MF",25-079,2001,34,20,1794,19.9,3,3,6,3,0,0,1,0,0.15,0.15,0.3,0.15,0.3
ENG-Premier League,2526,Brentford,Kevin Schade,GER,"MF,FW",24-166,2001,33,31,2627,29.2,7,3,10,7,0,1,6,1,0.24,0.1,0.34,0.24,0.34
ENG-Premier League,2526,Brentford,Kristoffer Ajer,NOR,DF,28-025,1998,26,19,1729,19.2,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05
ENG-Premier League,2526,Brentford,Mathias Jensen,DEN,MF,30-131,1996,34,24,2103,23.4,3,1,4,3,0,0,3,0,0.13,0.04,0.17,0.13,0.17
ENG-Premier League,2526,Brentford,Michael Kayode,ITA,DF,21-306,2004,35,35,3078,34.2,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06
ENG-Premier League,2526,Brentford,Mikkel Damsgaard,DEN,MF,25-313,2000,31,23,1956,21.7,4,4,8,4,0,0,0,0,0.18,0.18,0.37,0.18,0.37
ENG-Premier League,2526,Brentford,Myles Peart-Harris,ENG,MF,23-236,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Nathan Collins,IRL,DF,25-012,2001,33,30,2795,31.1,1,2,3,1,0,0,6,0,0.03,0.06,0.1,0.03,0.1
ENG-Premier League,2526,Brentford,Reiss Nelson,ENG,"FW,MF",26-153,1999,9,0,124,1.4,0,1,1,0,0,0,0,0,0.0,0.73,0.73,0.0,0.73
ENG-Premier League,2526,Brentford,Rico Henry,JAM,DF,28-308,1997,25,14,1328,14.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07
ENG-Premier League,2526,Brentford,Romelle Donovan,ENG,FW,19-163,2006,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brentford,Sepp van den Berg,NED,DF,24-143,2001,30,29,2664,29.6,0,1,1,0,0,0,2,0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2526,Brentford,Vitaly Janelt,GER,MF,28-002,1998,23,13,1291,14.3,1,4,5,1,0,0,7,0,0.07,0.28,0.35,0.07,0.35
ENG-Premier League,2526,Brentford,Yehor Yarmoliuk,UKR,MF,22-072,2004,36,29,2571,28.6,1,2,3,1,0,0,7,0,0.04,0.07,0.11,0.04,0.11
ENG-Premier League,2526,Brighton,Bart Verbruggen,NED,GK,23-267,2002,36,36,3240,36.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Brajan Gruda,GER,MF,21-346,2004,18,8,719,8.0,1,1,2,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25
ENG-Premier League,2526,Brighton,Carlos Baleba,CMR,MF,22-129,2004,29,22,1539,17.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Charalampos Kostoulas,GRE,FW,18-347,2007,19,2,328,3.6,2,1,3,2,0,0,2,0,0.55,0.27,0.82,0.55,0.82
ENG-Premier League,2526,Brighton,Danny Welbeck,ENG,FW,35-167,1990,35,24,2136,23.7,13,1,14,12,1,3,5,0,0.55,0.04,0.59,0.51,0.55
ENG-Premier League,2526,Brighton,Diego Coppola,ITA,DF,22-135,2003,5,2,194,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Diego Gómez,PAR,"MF,FW",23-046,2003,30,25,2036,22.6,5,1,6,5,0,0,9,0,0.22,0.04,0.27,0.22,0.27
ENG-Premier League,2526,Brighton,Ferdi Kadioglu,TUR,"DF,MF",26-217,1999,35,32,2953,32.8,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2526,Brighton,Georginio Rutter,FRA,"MF,FW",24-022,2002,30,20,1743,19.4,3,3,6,3,0,0,2,0,0.15,0.15,0.31,0.15,0.31
ENG-Premier League,2526,Brighton,Harry Howell,ENG,MF,18-022,2008,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Jack Hinshelwood,ENG,MF,21-031,2005,25,18,1587,17.6,4,3,7,4,0,0,0,0,0.23,0.17,0.4,0.23,0.4
ENG-Premier League,2526,Brighton,James Milner,ENG,MF,40-128,1986,19,6,726,8.1,1,1,2,0,1,1,2,0,0.12,0.12,0.25,0.0,0.12
ENG-Premier League,2526,Brighton,Jan Paul van Hecke,NED,DF,25-338,2000,34,34,3030,33.7,3,3,6,3,0,0,9,0,0.09,0.09,0.18,0.09,0.18
ENG-Premier League,2526,Brighton,Joe Knight,ENG,MF,20-233,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Joël Veltman,NED,DF,34-117,1992,23,8,993,11.0,1,0,1,1,0,0,5,0,0.09,0.0,0.09,0.09,0.09
ENG-Premier League,2526,Brighton,Kaoru Mitoma,JPN,"MF,FW",28-357,1997,25,19,1721,19.1,3,1,4,3,0,0,5,0,0.16,0.05,0.21,0.16,0.21
ENG-Premier League,2526,Brighton,Lewis Dunk,ENG,DF,34-172,1991,31,29,2658,29.5,1,0,1,1,0,0,10,0,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2526,Brighton,Mats Wieffer,NED,DF,26-177,1999,25,22,1813,20.1,2,3,5,2,0,0,8,0,0.1,0.15,0.25,0.1,0.25
ENG-Premier League,2526,Brighton,Matt O'Riley,DEN,MF,25-172,2000,6,2,204,2.3,1,0,1,0,1,1,0,0,0.44,0.0,0.44,0.0,0.0
ENG-Premier League,2526,Brighton,Maxim De Cuyper,BEL,"DF,MF",25-141,2000,28,15,1280,14.2,2,3,5,2,0,0,2,0,0.14,0.21,0.35,0.14,0.35
ENG-Premier League,2526,Brighton,Nehemiah Oriola,ENG,MF,18-335,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Olivier Boscagli,FRA,DF,28-175,1997,12,9,802,8.9,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
ENG-Premier League,2526,Brighton,Pascal Groß,GER,MF,34-331,1991,17,16,1456,16.2,1,3,4,1,0,0,2,0,0.06,0.19,0.25,0.06,0.25
ENG-Premier League,2526,Brighton,Solly March,ENG,MF,31-296,1994,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Stefanos Tzimas,GRE,FW,20-126,2006,9,1,139,1.5,1,1,2,1,0,0,0,0,0.65,0.65,1.29,0.65,1.29
ENG-Premier League,2526,Brighton,Tom Watson,ENG,MF,20-034,2006,6,0,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Brighton,Yankuba Minteh,GAM,MF,21-294,2004,32,25,2257,25.1,3,4,7,3,0,0,3,0,0.12,0.16,0.28,0.12,0.28
ENG-Premier League,2526,Brighton,Yasin Ayari,SWE,MF,22-218,2003,28,20,1920,21.3,3,3,6,3,0,0,1,0,0.14,0.14,0.28,0.14,0.28
ENG-Premier League,2526,Burnley,Armando Broja,ALB,FW,24-244,2001,24,8,860,9.6,1,1,2,1,0,0,0,0,0.1,0.1,0.21,0.1,0.21
ENG-Premier League,2526,Burnley,Ashley Barnes,ENG,"FW,MF",36-194,1989,6,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Axel Tuanzebe,COD,DF,28-179,1997,12,12,1021,11.3,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09
ENG-Premier League,2526,Burnley,Bashir Humphreys,ENG,"DF,MF",23-058,2003,18,16,1479,16.4,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Florentino Luís,POR,MF,26-266,1999,29,23,1938,21.5,0,2,2,0,0,0,6,0,0.0,0.09,0.09,0.0,0.09
ENG-Premier League,2526,Burnley,Hannibal Mejbri,TUN,MF,23-111,2003,25,13,1095,12.2,1,4,5,1,0,0,8,0,0.08,0.33,0.41,0.08,0.41
ENG-Premier League,2526,Burnley,Hjalmar Ekdal,SWE,DF,27-203,1998,19,17,1539,17.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Jacob Bruun Larsen,DEN,"MF,FW",27-235,1998,26,10,1015,11.3,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09
ENG-Premier League,2526,Burnley,Jaidon Anthony,ENG,MF,26-162,1999,35,30,2548,28.3,8,2,10,8,0,0,4,0,0.28,0.07,0.35,0.28,0.35
ENG-Premier League,2526,Burnley,James Ward-Prowse,ENG,MF,31-192,1994,11,7,655,7.3,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14
ENG-Premier League,2526,Burnley,Jaydon Amauri Banel,NED,"FW,MF",21-205,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Joe Worrall,ENG,DF,29-122,1997,11,5,500,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Josh Cullen,IRL,MF,30-035,1996,18,18,1514,16.8,2,2,4,2,0,0,2,0,0.12,0.12,0.24,0.12,0.24
ENG-Premier League,2526,Burnley,Josh Laurent,ENG,"DF,MF",31-006,1995,32,18,1744,19.4,1,0,1,1,0,0,7,1,0.05,0.0,0.05,0.05,0.05
ENG-Premier League,2526,Burnley,Kyle Walker,ENG,"DF,MF",35-349,1990,34,33,2916,32.4,0,2,2,0,0,0,9,0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2526,Burnley,Lesley Ugochukwu,FRA,MF,22-047,2004,33,25,2192,24.4,3,1,4,3,0,0,3,1,0.12,0.04,0.16,0.12,0.16
ENG-Premier League,2526,Burnley,Loum Tchaouna,FRA,"MF,FW",22-246,2003,27,12,1117,12.4,2,0,2,2,0,0,2,0,0.16,0.0,0.16,0.16,0.16
ENG-Premier League,2526,Burnley,Lucas,BRA,"MF,DF",25-049,2001,18,13,1229,13.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Lyle Foster,RSA,"FW,MF",25-251,2000,26,15,1371,15.2,3,2,5,3,0,0,4,0,0.2,0.13,0.33,0.2,0.33
ENG-Premier League,2526,Burnley,Marcus Edwards,ENG,"MF,FW",27-160,1998,22,11,1051,11.7,1,3,4,1,0,0,0,0,0.09,0.26,0.34,0.09,0.34
ENG-Premier League,2526,Burnley,Martin Dúbravka,SVK,GK,37-117,1989,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Max Weiß,GER,GK,21-331,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Maxime Estève,FRA,DF,23-351,2002,33,33,2851,31.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Mike Trésor,BEL,"FW,MF",26-349,1999,6,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Oliver Sonne,PER,DF,25-183,2000,7,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53
ENG-Premier League,2526,Burnley,Quilindschy Hartman,NED,DF,24-179,2001,21,21,1825,20.3,0,5,5,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25
ENG-Premier League,2526,Burnley,Zeki Amdouni,SUI,"FW,MF",25-159,2000,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Burnley,Zian Flemming,NED,FW,27-284,1998,27,19,1595,17.7,10,0,10,8,2,2,4,0,0.56,0.0,0.56,0.45,0.45
ENG-Premier League,2526,Chelsea,Alejandro Garnacho,ARG,MF,21-315,2004,23,14,1266,14.1,1,4,5,1,0,0,2,0,0.07,0.28,0.36,0.07,0.36
ENG-Premier League,2526,Chelsea,Andrey Santos,BRA,MF,22-009,2004,26,12,1170,13.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Benoît Badiashile,FRA,DF,25-047,2001,8,6,471,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Cole Palmer,ENG,MF,24-006,2002,24,22,1777,19.7,9,1,10,4,5,6,4,0,0.46,0.05,0.51,0.2,0.25
ENG-Premier League,2526,Chelsea,Dario Essugo,POR,MF,21-059,2005,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Enzo Fernández,ARG,MF,25-115,2001,34,33,2935,32.6,9,3,12,7,2,2,9,0,0.28,0.09,0.37,0.21,0.31
ENG-Premier League,2526,Chelsea,Estêvão Willian,BRA,MF,19-018,2007,22,12,848,9.4,2,2,4,2,0,0,4,0,0.21,0.21,0.42,0.21,0.42
ENG-Premier League,2526,Chelsea,Facundo Buonanotte,ARG,MF,21-140,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Filip Jørgensen,DEN,GK,24-026,2002,5,3,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Jamie Gittens,ENG,MF,21-277,2004,16,5,495,5.5,0,2,2,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36
ENG-Premier League,2526,Chelsea,Jesse Derry,ENG,MF,18-316,2007,1,1,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Jorrel Hato,NED,DF,20-066,2006,20,10,1007,11.2,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Joshua Acheampong,ENG,DF,20-007,2006,15,7,587,6.5,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15
ENG-Premier League,2526,Chelsea,João Pedro,BRA,"FW,MF",24-228,2001,34,30,2571,28.6,15,5,20,15,0,0,4,0,0.53,0.18,0.7,0.53,0.7
ENG-Premier League,2526,Chelsea,Levi Colwill,ENG,DF,23-075,2003,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2526,Chelsea,Liam Delap,ENG,FW,23-093,2003,26,11,1013,11.3,1,0,1,1,0,0,3,0,0.09,0.0,0.09,0.09,0.09
ENG-Premier League,2526,Chelsea,Malo Gusto,FRA,DF,22-358,2003,33,25,2177,24.2,2,3,5,2,0,0,5,1,0.08,0.12,0.21,0.08,0.21
