league,season,team,Player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ITA-Serie A,2425,Roma,Bryan Cristante,ITA,MF,29,1995,30,23,2045,22.7,4,2,6,4,0,0,8,0,0.18,0.09,0.26,0.18,0.26
ITA-Serie A,2425,Roma,Devyne Rensch,NED,"MF,DF",21,2003,14,5,469,5.2,0,1,1,0,0,0,0,0,0.0,0.19,0.19,0.0,0.19
ITA-Serie A,2425,Roma,Eldor Shomurodov,UZB,FW,29,1995,27,11,1097,12.2,4,4,8,4,0,0,1,0,0.33,0.33,0.66,0.33,0.66
ITA-Serie A,2425,Roma,Enzo Le Fée,FRA,MF,24,2000,6,4,318,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Gianluca Mancini,ITA,DF,28,1996,37,36,3143,34.9,2,0,2,2,0,0,8,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2425,Roma,Leandro Paredes,ARG,MF,30,1994,22,15,1373,15.3,3,1,4,1,2,2,4,0,0.2,0.07,0.26,0.07,0.13
ITA-Serie A,2425,Roma,Lorenzo Pellegrini,ITA,MF,28,1996,25,20,1626,18.1,2,1,3,1,1,1,4,0,0.11,0.06,0.17,0.06,0.11
ITA-Serie A,2425,Roma,Lucas Gourna-Douath,FRA,MF,20,2003,6,2,229,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Manu Koné,FRA,MF,23,2001,34,31,2572,28.6,2,1,3,2,0,0,6,0,0.07,0.03,0.1,0.07,0.1
ITA-Serie A,2425,Roma,Mario Hermoso,ESP,DF,29,1995,8,2,251,2.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Mats Hummels,GER,DF,35,1988,14,11,915,10.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Matìas Soulé,ARG,MF,21,2003,27,22,1781,19.8,5,5,10,5,0,0,3,0,0.25,0.25,0.51,0.25,0.51
ITA-Serie A,2425,Roma,Mile Svilar,SRB,GK,24,1999,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Niccolò Pisilli,ITA,MF,19,2004,28,11,1227,13.6,2,1,3,2,0,0,7,0,0.15,0.07,0.22,0.15,0.22
ITA-Serie A,2425,Roma,Nicola Zalewski,POL,MF,22,2002,12,4,533,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Obite N'Dicka,CIV,DF,24,1999,38,38,3420,38.0,0,1,1,0,0,0,2,0,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2425,Roma,Paulo Dybala,ARG,"FW,MF",30,1993,24,16,1417,15.7,6,3,9,3,3,3,2,0,0.38,0.19,0.57,0.19,0.38
ITA-Serie A,2425,Roma,Samuel Dahl,SWE,DF,21,2003,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Saud Abdulhamid,KSA,MF,25,1999,4,2,205,2.3,0,1,1,0,0,0,0,0,0.0,0.44,0.44,0.0,0.44
ITA-Serie A,2425,Roma,Stephan El Shaarawy,ITA,"MF,FW",31,1992,31,12,1098,12.2,3,4,7,3,0,0,2,0,0.25,0.33,0.57,0.25,0.57
ITA-Serie A,2425,Roma,Tammy Abraham,ENG,FW,26,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Tommaso Baldanzi,ITA,"MF,FW",21,2003,31,5,832,9.2,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22
ITA-Serie A,2425,Roma,Victor Nelsson,DEN,DF,25,1998,4,1,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Zeki Çelik,TUR,"DF,MF",27,1997,31,27,2256,25.1,0,2,2,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2425,Torino,Aaron Ciammaglichella,ITA,MF,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Adam Masina,MAR,DF,30,1994,28,20,1919,21.3,1,2,3,1,0,0,5,0,0.05,0.09,0.14,0.05,0.14
ITA-Serie A,2425,Torino,Adrien Tameze,CMR,"MF,DF",30,1994,20,9,649,7.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Alberto Paleari,ITA,GK,31,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Alessio Cacciamani,ITA,MF,17,2007,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Ali Dembélé,FRA,DF,20,2004,15,4,388,4.3,1,0,1,1,0,0,4,1,0.23,0.0,0.23,0.23,0.23
ITA-Serie A,2425,Torino,Alieu Njie,SWE,FW,19,2005,16,0,394,4.4,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23
ITA-Serie A,2425,Torino,Antonio Sanabria,PAR,FW,28,1996,26,16,1318,14.6,2,1,3,2,0,1,2,0,0.14,0.07,0.2,0.14,0.2
ITA-Serie A,2425,Torino,Borna Sosa,CRO,"MF,DF",26,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Cesare Casadei,ITA,MF,21,2003,15,13,1017,11.3,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18
ITA-Serie A,2425,Torino,Che Adams,SCO,FW,28,1996,36,30,2652,29.5,9,3,12,9,0,1,2,0,0.31,0.1,0.41,0.31,0.41
ITA-Serie A,2425,Torino,Cristiano Biraghi,ITA,DF,31,1992,15,13,1158,12.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Duván Zapata,COL,FW,33,1991,7,7,587,6.5,3,0,3,3,0,0,1,0,0.46,0.0,0.46,0.46,0.46
ITA-Serie A,2425,Torino,Elif Elmas,MKD,"MF,FW",24,1999,13,12,1021,11.3,4,0,4,4,0,0,0,0,0.35,0.0,0.35,0.35,0.35
ITA-Serie A,2425,Torino,Guillermo Maripán,CHI,DF,30,1994,28,27,2340,26.0,1,1,2,1,0,0,4,1,0.04,0.04,0.08,0.04,0.08
ITA-Serie A,2425,Torino,Gvidas Gineitis,LTU,MF,20,2004,30,15,1430,15.9,3,1,4,3,0,0,5,0,0.19,0.06,0.25,0.19,0.25
ITA-Serie A,2425,Torino,Ivan Ilić,SRB,MF,23,2001,19,9,920,10.2,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2425,Torino,Karol Linetty,POL,MF,29,1995,28,18,1540,17.1,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2425,Torino,Marcus Pedersen,NOR,"MF,DF",24,2000,29,15,1362,15.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Mërgim Vojvoda,KVX,"DF,MF",29,1995,17,12,1105,12.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Nikola Vlašić,CRO,"MF,FW",26,1997,30,23,2117,23.5,5,4,9,3,2,2,0,0,0.21,0.17,0.38,0.13,0.3
ITA-Serie A,2425,Torino,Raoul Bellanova,ITA,MF,24,2000,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Saba Sazonov,GEO,DF,22,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Samuele Ricci,ITA,MF,22,2001,34,34,2825,31.4,1,1,2,1,0,0,8,1,0.03,0.03,0.06,0.03,0.06
ITA-Serie A,2425,Torino,Saúl Coco,EQG,DF,25,1999,32,32,2845,31.6,2,0,2,2,0,0,10,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2425,Torino,Sebastian Walukiewicz,POL,DF,24,2000,29,20,1661,18.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Sergiu Perciun,MDA,MF,18,2006,5,0,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Tommaso Gabellini,ITA,FW,17,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Valentino Lazaro,AUT,MF,28,1996,33,26,2307,25.6,0,6,6,0,0,0,6,0,0.0,0.23,0.23,0.0,0.23
ITA-Serie A,2425,Torino,Vanja Milinković-Savić,SRB,GK,27,1997,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Yann Karamoh,FRA,"MF,FW",26,1998,29,10,1046,11.6,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2425,Udinese,Alexis Sánchez,CHI,FW,35,1988,13,6,437,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Udinese,Arthur Atta,FRA,"MF,FW",21,2003,27,12,1251,13.9,0,1,1,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07
ITA-Serie A,2425,Udinese,Brenner,BRA,"MF,FW",24,2000,9,5,386,4.3,1,2,3,1,0,0,0,0,0.23,0.47,0.7,0.23,0.7
ITA-Serie A,2425,Udinese,Christian Kabasele,BEL,DF,33,1991,16,12,1161,12.9,2,0,2,2,0,0,0,0,0.16,0.0,0.16,0.16,0.16
ITA-Serie A,2425,Udinese,Damián Pizarro,CHI,FW,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Udinese,Daniele Padelli,ITA,GK,38,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Udinese,Enzo Ebosse,CMR,DF,25,1999,2,0,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Udinese,Florian Thauvin,FRA,"FW,MF",31,1993,25,24,1956,21.7,8,3,11,7,1,3,0,0,0.37,0.14,0.51,0.32,0.46
ITA-Serie A,2425,Udinese,Hassane Kamara,CIV,"MF,DF",30,1994,30,25,2001,22.2,1,4,5,1,0,0,8,1,0.04,0.18,0.22,0.04,0.22
ITA-Serie A,2425,Udinese,Iker Bravo,ESP,FW,19,2005,29,4,682,7.6,2,1,3,2,0,0,3,0,0.26,0.13,0.4,0.26,0.4
ITA-Serie A,2425,Udinese,Jaka Bijol,SVN,DF,25,1999,34,34,2963,32.9,1,0,1,1,0,0,13,1,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Udinese,James Abankwah,IRL,DF,20,2004,6,0,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Udinese,Jesper Karlström,SWE,MF,29,1995,37,36,3186,35.4,0,3,3,0,0,0,9,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2425,Udinese,Jordan Zemura,ZIM,"MF,DF",24,1999,23,13,1415,15.7,1,2,3,1,0,0,2,0,0.06,0.13,0.19,0.06,0.19
ITA-Serie A,2425,Udinese,Jurgen Ekkelenkamp,NED,MF,24,2000,34,20,1892,21.0,3,2,5,3,0,0,2,0,0.14,0.1,0.24,0.14,0.24
ITA-Serie A,2425,Udinese,Keinan Davis,ENG,FW,26,1998,23,10,1066,11.8,2,1,3,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25
ITA-Serie A,2425,Udinese,Kingsley Ehizibue,NED,"MF,DF",29,1995,33,30,2498,27.8,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2425,Udinese,Lautaro Gianetti,ARG,DF,30,1993,15,11,878,9.8,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2425,Udinese,Lorenzo Lucca,ITA,FW,23,2000,33,27,2353,26.1,12,1,13,11,1,1,10,0,0.46,0.04,0.5,0.42,0.46
ITA-Serie A,2425,Udinese,Maduka Okoye,NGA,GK,24,1999,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Udinese,Martín Payero,ARG,MF,25,1998,25,16,1381,15.3,1,1,2,1,0,0,5,0,0.07,0.07,0.13,0.07,0.13
ITA-Serie A,2425,Udinese,Matteo Palma,GER,DF,16,2008,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Udinese,Nehuén Pérez,ARG,DF,24,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Udinese,Oier Zarraga,ESP,MF,25,1999,22,9,896,10.0,1,0,1,1,0,0,0,0,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2425,Udinese,Oumar Solet,FRA,DF,24,2000,19,19,1672,18.6,1,2,3,1,0,0,3,1,0.05,0.11,0.16,0.05,0.16
ITA-Serie A,2425,Udinese,Razvan Sava,ROU,GK,22,2002,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Udinese,Rui Modesto,ANG,MF,24,1999,20,4,608,6.8,0,1,1,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15
ITA-Serie A,2425,Udinese,Sandi Lovrić,SVN,MF,26,1998,36,31,2308,25.6,2,3,5,2,0,0,5,0,0.08,0.12,0.19,0.08,0.19
ITA-Serie A,2425,Udinese,Simone Pafundi,ITA,FW,18,2006,9,0,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Udinese,Souleymane Touré,FRA,DF,21,2003,12,11,733,8.1,1,0,1,1,0,0,2,2,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2425,Udinese,Thomas Kristensen,DEN,DF,22,2002,24,19,1754,19.5,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05
ITA-Serie A,2425,Venezia,Alessandro Marcandalli,ITA,DF,21,2002,8,5,354,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Alessio Zerbin,ITA,MF,25,1999,18,17,1518,16.9,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12
ITA-Serie A,2425,Venezia,Alfred Duncan,GHA,MF,31,1993,16,12,957,10.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Antonio Candela,ITA,"MF,DF",24,2000,14,12,1008,11.2,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2425,Venezia,Antonio Raimondo,ITA,FW,20,2004,9,0,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Bjarki Bjarkason,ISL,MF,24,2000,9,1,165,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Cheick Oumar Conde,GUI,MF,24,2000,9,1,151,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Christian Gytkjær,DEN,FW,34,1990,29,6,754,8.4,2,1,3,1,1,1,0,0,0.24,0.12,0.36,0.12,0.24
ITA-Serie A,2425,Venezia,Daniel Fila,CZE,FW,21,2002,10,6,492,5.5,2,0,2,2,0,0,3,1,0.37,0.0,0.37,0.37,0.37
ITA-Serie A,2425,Venezia,Domen Črnigoj,SVN,MF,28,1995,8,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Fali Candé,GNB,DF,26,1998,17,17,1530,17.0,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12
ITA-Serie A,2425,Venezia,Filip Stankovic,SRB,GK,22,2002,16,16,1367,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Francesco Zampano,ITA,MF,30,1993,24,17,1639,18.2,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16
ITA-Serie A,2425,Venezia,Franco Carboni,ITA,MF,21,2003,8,3,226,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Gaetano Oristanio,ITA,"FW,MF",21,2002,37,29,2315,25.7,3,3,6,3,0,0,3,0,0.12,0.12,0.23,0.12,0.23
ITA-Serie A,2425,Venezia,Gianluca Busio,USA,MF,22,2002,33,28,2518,28.0,2,0,2,2,0,0,4,0,0.07,0.0,0.07,0.07,0.07
ITA-Serie A,2425,Venezia,Giorgio Altare,ITA,DF,25,1998,12,8,753,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Hans Nicolussi Caviglia,ITA,MF,24,2000,35,33,2861,31.8,4,2,6,4,0,0,7,1,0.13,0.06,0.19,0.13,0.19
ITA-Serie A,2425,Venezia,Ionuț Radu,ROU,GK,27,1997,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Issa Doumbia,ITA,MF,20,2003,24,10,939,10.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Jay Idzes,IDN,DF,24,2000,35,35,3127,34.7,1,0,1,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Venezia,Jesse Joronen,FIN,GK,31,1993,8,7,703,7.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Joel Pohjanpalo,FIN,FW,29,1994,20,19,1603,17.8,6,0,6,3,3,4,1,0,0.34,0.0,0.34,0.17,0.17
ITA-Serie A,2425,Venezia,John Yeboah,ECU,"FW,MF",24,2000,33,11,1226,13.6,1,1,2,1,0,0,6,0,0.07,0.07,0.15,0.07,0.15
ITA-Serie A,2425,Venezia,Joël Schingtienne,BEL,DF,21,2002,16,12,1122,12.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Kike Pérez,ESP,MF,27,1997,16,13,1114,12.4,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08
ITA-Serie A,2425,Venezia,Magnus Kofod Andersen,DEN,MF,25,1999,14,7,695,7.7,1,1,2,1,0,0,1,0,0.13,0.13,0.26,0.13,0.26
ITA-Serie A,2425,Venezia,Marin Šverko,CRO,DF,26,1998,16,12,1117,12.4,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08
ITA-Serie A,2425,Venezia,Michael Svoboda,AUT,DF,25,1998,16,15,1314,14.6,1,0,1,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07
ITA-Serie A,2425,Venezia,Mikael Ellertsson,ISL,MF,22,2002,36,29,2470,27.4,2,2,4,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15
ITA-Serie A,2425,Venezia,Mirko Marić,CRO,FW,29,1995,10,4,356,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Nicholas Pierini,ITA,"FW,MF",25,1998,2,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Nunzio Lella,ITA,MF,24,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Richie Sagrado,BEL,"MF,DF",20,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Venezia,Ridgeciano Haps,SUR,"MF,DF",31,1993,25,14,1369,15.2,1,1,2,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13
ITA-Serie A,2425,Venezia,Saad El Haddad,MAR,MF,19,2005,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Atalanta,Ademola Lookman,NGA,"FW,MF",28-204,1997,12,9,795,8.8,2,0,2,2,0,0,0,0,0.23,0.0,0.23,0.23,0.23
ITA-Serie A,2526,Atalanta,Berat Djimsiti,ALB,DF,33-082,1993,32,28,2411,26.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Atalanta,Charles De Ketelaere,BEL,"MF,FW",25-063,2001,29,25,2067,23.0,3,5,8,3,0,0,4,0,0.13,0.22,0.35,0.13,0.35
ITA-Serie A,2526,Atalanta,Daniel Maldini,ITA,MF,24-213,2001,9,3,264,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Atalanta,Davide Zappacosta,ITA,MF,33-335,1992,33,29,2437,27.1,3,3,6,3,0,0,3,0,0.11,0.11,0.22,0.11,0.22
ITA-Serie A,2526,Atalanta,Giacomo Raspadori,ITA,MF,26-083,2000,11,5,643,7.1,3,1,4,3,0,0,0,0,0.42,0.14,0.56,0.42,0.56
ITA-Serie A,2526,Atalanta,Gianluca Scamacca,ITA,FW,27-131,1999,23,16,1305,14.5,10,1,11,8,2,2,2,0,0.69,0.07,0.76,0.55,0.62
ITA-Serie A,2526,Atalanta,Giorgio Scalvini,ITA,DF,22-152,2003,22,21,1652,18.4,3,1,4,3,0,0,2,0,0.16,0.05,0.22,0.16,0.22
ITA-Serie A,2526,Atalanta,Honest Ahanor,ITA,DF,18-078,2008,20,13,1197,13.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Atalanta,Isak Hien,SWE,DF,27-119,1999,27,19,1880,20.9,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05
ITA-Serie A,2526,Atalanta,Kamaldeen Sulemana,GHA,MF,24-086,2002,23,8,904,10.0,2,1,3,2,0,0,3,0,0.2,0.1,0.3,0.2,0.3
ITA-Serie A,2526,Atalanta,Lazar Samardzic,SRB,MF,24-077,2002,25,10,969,10.8,2,1,3,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28
ITA-Serie A,2526,Atalanta,Lorenzo Bernasconi,ITA,MF,22-177,2003,23,17,1572,17.5,0,3,3,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17
ITA-Serie A,2526,Atalanta,Marco Brescianini,ITA,MF,26-112,2000,9,0,182,2.0,1,0,1,1,0,0,1,0,0.49,0.0,0.49,0.49,0.49
ITA-Serie A,2526,Atalanta,Marco Carnesecchi,ITA,GK,25-315,2000,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Atalanta,Mario Pašalić,CRO,MF,31-092,1995,31,20,1818,20.2,3,4,7,3,0,0,2,0,0.15,0.2,0.35,0.15,0.35
ITA-Serie A,2526,Atalanta,Marten de Roon,NED,MF,35-044,1991,32,30,2549,28.3,1,2,3,1,0,0,8,1,0.04,0.07,0.11,0.04,0.11
ITA-Serie A,2526,Atalanta,Nicola Zalewski,POL,MF,24-109,2002,32,23,1835,20.4,2,4,6,2,0,0,3,0,0.1,0.2,0.29,0.1,0.29
ITA-Serie A,2526,Atalanta,Nikola Krstović,MNE,FW,26-037,2000,32,17,1701,18.9,10,5,15,10,0,0,4,0,0.53,0.26,0.79,0.53,0.79
ITA-Serie A,2526,Atalanta,Odilon Kossounou,CIV,DF,25-128,2001,19,10,988,11.0,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09
ITA-Serie A,2526,Atalanta,Raoul Bellanova,ITA,MF,25-360,2000,23,14,1332,14.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07
ITA-Serie A,2526,Atalanta,Sead Kolašinac,BIH,DF,32-326,1993,18,15,1209,13.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Atalanta,Yunus Musah,USA,MF,23-164,2002,17,3,456,5.1,1,0,1,1,0,0,1,0,0.2,0.0,0.2,0.2,0.2
ITA-Serie A,2526,Atalanta,Éderson,BRA,MF,26-309,1999,29,25,2140,23.8,2,1,3,1,1,1,3,0,0.08,0.04,0.13,0.04,0.08
ITA-Serie A,2526,Bologna,Babis Lykogiannis,GRE,DF,32-202,1993,10,7,627,7.0,0,1,1,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14
ITA-Serie A,2526,Bologna,Benjamín Domínguez,ARG,MF,22-235,2003,14,6,544,6.0,0,3,3,0,0,0,1,0,0.0,0.5,0.5,0.0,0.5
ITA-Serie A,2526,Bologna,Ciro Immobile,ITA,FW,36-081,1990,6,2,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Bologna,Eivind Helland,NOR,DF,21-017,2005,4,4,314,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Bologna,Emil Holm,SWE,DF,25-364,2000,11,8,655,7.3,1,4,5,1,0,0,3,1,0.14,0.55,0.69,0.14,0.69
ITA-Serie A,2526,Bologna,Federico Bernardeschi,ITA,"MF,FW",32-085,1994,27,10,1062,11.8,3,2,5,2,1,1,3,0,0.25,0.17,0.42,0.17,0.34
ITA-Serie A,2526,Bologna,Federico Ravaglia,ITA,GK,26-182,1999,17,16,1470,16.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Bologna,Giovanni Fabbian,ITA,MF,23-118,2003,14,8,705,7.8,2,0,2,2,0,0,0,0,0.26,0.0,0.26,0.26,0.26
ITA-Serie A,2526,Bologna,Ibrahim Sulemana,GHA,MF,22-355,2003,3,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2526,Bologna,Jens Odgaard,DEN,MF,27-042,1999,25,16,1353,15.0,5,1,6,5,0,0,1,0,0.33,0.07,0.4,0.33,0.4
ITA-Serie A,2526,Bologna,Jhon Lucumí,COL,DF,27-320,1998,28,25,2197,24.4,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2526,Bologna,Jonathan Rowe,ENG,"MF,FW",23-012,2003,26,15,1428,15.9,3,1,4,3,0,0,2,0,0.19,0.06,0.25,0.19,0.25
ITA-Serie A,2526,Bologna,João Mário Lopes,POR,"DF,MF",26-129,2000,9,9,645,7.2,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14
ITA-Serie A,2526,Bologna,Juan Miranda,ESP,DF,26-113,2000,30,27,2393,26.6,1,3,4,1,0,0,6,0,0.04,0.11,0.15,0.04,0.15
